,Income,Country,Profession
records searcher,73240.57840847809,,72527.75896991795
recreation and fitness worker,73240.57840847809,,66362.24920289853
recreational therapist,73240.57840847809,,62587.16372239744
recruiting & onboarding coordinator,73240.57840847809,,63612.337100977165
recruitment assistant,73240.57840847809,,72943.52057408851
refuse and recyclable material collector,73240.57840847809,,73070.84377192977
regional field administrative assistant,73240.57840847809,,70840.94507165602
registered dental hygienist,73240.57840847809,,67438.81406995235
registered nurse,73240.57840847809,,74689.55643429486
regulatory and licensing specialist,73240.57840847809,,71332.38248041776
regulatory compliance agency attorney,73240.57840847809,,68944.76918205807
reinforcing iron worker,73240.57840847809,,72159.6854737732
religious worker,73240.57840847809,,71099.2073805733
remote learning team specialist,73240.57840847809,,66442.38003267965
rental clerk,73240.57840847809,,73437.21002514685
reporter,73240.57840847809,,65868.16294946145
research analyst,73240.57840847809,,71114.49452234214
research assistant,73240.57840847809,,68267.80573587888
research scientist,73240.57840847809,,64359.055576739745
resident engineer,73240.57840847809,,69259.5908166666
residential advisor,73240.57840847809,,70862.7232434944
resiliency coordinator,73240.57840847809,,71814.20735013024
resiliency engineer,73240.57840847809,,66356.92687188028
resource specialist,73240.57840847809,,63542.56629123081
respiratory therapist,73240.57840847809,,66711.71735489224
retail buyer,73240.57840847809,,68317.15573024063
retail salesperson,73240.57840847809,,64712.40190800678
retail specialist,73240.57840847809,,68853.09734374998
revenue agent,73240.57840847809,,69990.24224872232
revenue assistant,73240.57840847809,,73806.51934413567
review unit supervisor,73240.57840847809,,65042.19391475929
rezoning manager,73240.57840847809,,66111.67061188813
rigger,73240.57840847809,,73753.82334503946
risk management,73240.57840847809,,65678.84313139938
roof bolter,73240.57840847809,,80904.33744878962
roofer,73240.57840847809,,70956.20193739426
roustabout,73240.57840847809,,72718.22477493383
safe event coordinator,73240.57840847809,,63556.56919341566
safety & equipment training specialist,73240.57840847809,,70412.51768421054
safety accident investigator,73240.57840847809,,72088.01888396802
safety auditor,73240.57840847809,,67194.79136138603
safety engineer,73240.57840847809,,74473.66085836913
sailor,73240.57840847809,,68775.2275194469
sales agent,73240.57840847809,,67313.42326512453
sales engineer,73240.57840847809,,57230.70895850974
sales representative,73240.57840847809,,75142.67005454547
samplers,73240.57840847809,,64702.627967625915
sanitation engineer,73240.57840847809,,70722.07214953269
scanning operator,73240.57840847809,,70282.90451310869
school health nurse practitioner,73240.57840847809,,72302.0415720524
school mental health consultant,73240.57840847809,,72410.28231793967
school mental health training coordinator,73240.57840847809,,72202.96279700645
scientistscientist,73240.57840847809,,79118.33744282744
searcher,73240.57840847809,,68869.01134883722
seasonal city park worker,73240.57840847809,,71000.05793915603
secondary school teacher,73240.57840847809,,69815.20447592075
secretary to division chief,73240.57840847809,,75032.62022038568
section chief,73240.57840847809,,66514.37501413762
securities commodities and financial services sales agent,73240.57840847809,,73227.72207305035
security administrator,73240.57840847809,,74744.92896289253
security and fire alarm systems installer,73240.57840847809,,76641.39470134884
security guard,73240.57840847809,,72750.04675262663
security officer,73240.57840847809,,69224.8545309734
security specialist,73240.57840847809,,70035.55682751541
security system administrator,73240.57840847809,,72391.04358727095
security systems engineer,73240.57840847809,,67179.67254847642
senior accountant,73240.57840847809,,75066.40507142857
senior advisor,73240.57840847809,,66012.55186746999
senior analyst,73240.57840847809,,78563.67573454927
senior application engineer,73240.57840847809,,63006.89149019605
senior architect cloud infrastructure design and engineering,73240.57840847809,,70325.2912272727
senior bi developer,73240.57840847809,,72715.07268218619
senior budget analyst,73240.57840847809,,63887.96317248467
senior business analyst,73240.57840847809,,70860.07451874368
senior case support associate,73240.57840847809,,73296.30231491127
senior civil service advisor,73240.57840847809,,75946.92531843575
senior construction manager,73240.57840847809,,72452.5415227934
senior cook,73240.57840847809,,62877.58572736517
senior counsel,73240.57840847809,,75203.3147033898
senior crm developer,73240.57840847809,,73751.1809910803
senior data analyst,73240.57840847809,,69709.08433471931
senior data scientist,73240.57840847809,,72375.1063996043
senior design engineer,73240.57840847809,,70058.51752587993
senior developer,73240.57840847809,,65941.35016322092
senior director,73240.57840847809,,70453.39238193014
senior director it,73240.57840847809,,76126.3411160221
senior early childhood education consultant,73240.57840847809,,78591.0429254727
senior electrical engineer,73240.57840847809,,74169.85710128056
senior engineer,73240.57840847809,,72847.40826226013
senior estimator,73240.57840847809,,77055.60030439687
senior exchange engineer,73240.57840847809,,78260.57675310038
senior field supervisor,73240.57840847809,,66546.37611299433
senior financial reporting investment analyst,73240.57840847809,,74345.15366197182
senior forester for restitution,73240.57840847809,,72954.50110311754
senior general counsel,73240.57840847809,,71645.7876344086
senior human capital partnership and performance management analyst,73240.57840847809,,77261.7454289072
senior human resources specialist,73240.57840847809,,72210.70773648658
senior inspector,73240.57840847809,,79735.92469364167
senior intergroup relations officer,73240.57840847809,,74288.88891498887
senior investigative auditor,73240.57840847809,,71743.29304302201
senior investment analyst,73240.57840847809,,71958.44134708743
senior it business analyst,73240.57840847809,,79607.19108465615
senior it project manager,73240.57840847809,,74713.02215456679
senior landscape architect,73240.57840847809,,76623.75251059326
senior mainframe programmer analyst,73240.57840847809,,69403.09619164618
senior mobile developer,73240.57840847809,,77919.42633819951
senior network engineer,73240.57840847809,,73497.39774818406
senior network specialist,73240.57840847809,,75571.880407911
senior operations associate,73240.57840847809,,71053.0630076142
senior organizational development and training specialist,73240.57840847809,,76768.74757369618
senior payment analyst,73240.57840847809,,67322.35875453446
senior peoplesoft analyst,73240.57840847809,,78564.87444444445
senior police administrative aide,73240.57840847809,,71047.34346681922
senior policy advisor,73240.57840847809,,72275.82026315792
senior port engineer,73240.57840847809,,71682.9690298507
senior product manager,73240.57840847809,,84544.30623803007
senior program manager,73240.57840847809,,81159.37867759552
senior program officer,73240.57840847809,,83183.25413145535
senior programmer,73240.57840847809,,74372.36631578943
senior project analyst,73240.57840847809,,76497.83904817865
senior project controls specialist,73240.57840847809,,76516.38597239646
senior project engineer,73240.57840847809,,75082.81237583893
senior project leader,73240.57840847809,,71481.99916284405
senior project manager,73240.57840847809,,77311.23182414703
senior project officer,73240.57840847809,,74528.46501930516
senior public health inspector,73240.57840847809,,72025.65099236644
senior quality oversight analyst,73240.57840847809,,69876.58089775562
senior rackets investigator,73240.57840847809,,77233.20359313085
senior radio system network engineer,73240.57840847809,,72268.60052631574
senior research analyst,73240.57840847809,,74358.39543478261
senior resiliency planner,73240.57840847809,,74382.871701603
senior safety accident investigator,73240.57840847809,,79142.48212401061
senior security analyst,73240.57840847809,,70293.24941333332
senior service desk agent,73240.57840847809,,82166.77410150897
senior staff electrical engineer,73240.57840847809,,77984.2779178886
senior stationary engineer,73240.57840847809,,74418.49041237113
senior technology analyst/coordinator,73240.57840847809,,81827.96679597702
senior title examiner,73240.57840847809,,84850.42207702884
senior trainer,73240.57840847809,,75665.3290163935
senior urban designer,73240.57840847809,,70538.43404466499
senior windows administrator,73240.57840847809,,84187.76165980799
septic tank servicer,73240.57840847809,,85782.6698389458
sergeant,73240.57840847809,,79079.41969230765
server support engineer,73240.57840847809,,69118.33219373219
service asset configuration manager,73240.57840847809,,74186.86610719317
service contract procurement analyst,73240.57840847809,,77392.98986130377
service desk agent,73240.57840847809,,74442.21927512354
service desk manager,73240.57840847809,,76981.534516129
service station attendant,73240.57840847809,,68634.24265042979
sewer,73240.57840847809,,81715.68041221373
sewer pipe cleaner,73240.57840847809,,75080.6772093022
sewing machine operator,73240.57840847809,,70487.69807692309
sharepoint developer,73240.57840847809,,71292.54738028177
sheet metal worker,73240.57840847809,,66403.38192556637
sheriff's patrol officer,73240.57840847809,,74620.8170809248
ship engineer,73240.57840847809,,84736.0496928328
ship loaders,73240.57840847809,,87528.28922330095
shuttle car operator,73240.57840847809,,86276.04496087637
singer,73240.57840847809,,77947.98705035966
small engine mechanic,73240.57840847809,,81119.41145482394
social science research assistant,73240.57840847809,,80022.07987740802
social scientist,73240.57840847809,,76963.91496710535
social service specialist,73240.57840847809,,73708.72572972973
social worker,73240.57840847809,,79427.77344537812
sociologist,73240.57840847809,,75030.22519877674
software developer,73240.57840847809,,78301.82600337265
solar energy project manager,73240.57840847809,,72069.92494556766
solutions director,73240.57840847809,,69469.05781302169
sorter,73240.57840847809,,75121.44963031424
space analyst,73240.57840847809,,71840.64837398374
space scientists,73240.57840847809,,72473.73185618734
special assistant,73240.57840847809,,71112.97285971227
special assistant to assistant deputy commissioner,73240.57840847809,,80654.73296583841
special consultant,73240.57840847809,,83010.77345351038
special education teacher,73240.57840847809,,87607.68376363633
special examiner,73240.57840847809,,70388.36516286652
special projects manager,73240.57840847809,,74735.2533506045
special underwriting project manager,73240.57840847809,,78067.09930047704
speech-language pathologist,73240.57840847809,,77984.86338333339
spending analyst,73240.57840847809,,80434.79149635033
sql/oracle database administrator,73240.57840847809,,73977.54939114397
sr. analyst,73240.57840847809,,106148.03664570217
sr. internal auditor,73240.57840847809,,85826.72143141157
staff analyst,73240.57840847809,,73209.75508403362
staff analyst 2,73240.57840847809,,79819.65803001879
staff analyst ii,73240.57840847809,,74886.2783661417
staff analyst level ii,73240.57840847809,,73210.05408644401
staff attorney,73240.57840847809,,78317.55165085391
staff auditor,73240.57840847809,,77892.47393684206
staff counsel,73240.57840847809,,74952.4035571688
staff engineer / architect,73240.57840847809,,84607.68262008735
staff photographer,73240.57840847809,,77615.72635610763
standards specialist,73240.57840847809,,77649.94107468118
stationary engineer,73240.57840847809,,77585.64112903227
statistical analyst,73240.57840847809,,86985.87439114398
statistical assistant,73240.57840847809,,80009.32716814158
statistician,73240.57840847809,,73817.68093632959
steamfitter,73240.57840847809,,74688.5593013101
steel workers,73240.57840847809,,90031.6314775161
stock clerk,73240.57840847809,,72413.68134099619
stock worker level ii,73240.57840847809,,75403.19668737068
stonemason,73240.57840847809,,77277.81740506328
storage engineer,73240.57840847809,,80977.45580041579
stormwater program coordinator,73240.57840847809,,91287.71115686266
strategic account manager,73240.57840847809,,90087.27760181004
strategic initiatives coordinator,73240.57840847809,,73898.51293333335
strategic operations policy analyst,73240.57840847809,,81238.05453362255
strategic partnership liaison,73240.57840847809,,75346.72886877824
strategic planning associate,73240.57840847809,,85451.04004597708
street ambassador,73240.57840847809,,77663.42511677284
structural engineer,73240.57840847809,,75936.3463875598
structural iron and steel worker,73240.57840847809,,91279.60865429236
stucco mason,73240.57840847809,,73050.08050574714
student data analyst,73240.57840847809,,85343.41316062174
student legal specialist,73240.57840847809,,70194.83513274339
summer college intern,73240.57840847809,,78586.31442731275
summer communications assistant,73240.57840847809,,61621.793995633176
summer graduate intern,73240.57840847809,,69227.34151515146
summer it intern,73240.57840847809,,83236.55043373488
supervising health nurse,73240.57840847809,,87131.89638497653
supervising housing groundskeeper,73240.57840847809,,80601.11004842617
supervising nurse,73240.57840847809,,72217.02089108914
supervising physician,73240.57840847809,,84716.25918575068
supervising public health advisor,73240.57840847809,,78607.64262773721
supervisor,73240.57840847809,,81124.3318181818
support engineer,73240.57840847809,,71211.02683923708
support worker,73240.57840847809,,81057.04194379396
surgeon,73240.57840847809,,67225.08483483482
survey researcher,73240.57840847809,,74407.333933518
surveyor,73240.57840847809,,76078.06667664669
switchboard operator,73240.57840847809,,81172.40941666665
system administrator,73240.57840847809,,84999.6768613139
systems access management engineer,73240.57840847809,,73720.38643203884
systems administrator - computer software,73240.57840847809,,82623.65327777779
systems analyst,73240.57840847809,,76554.98148717952
tailor,73240.57840847809,,80788.98281690142
talent acquisition specialist,73240.57840847809,,71079.27394202896
taper,73240.57840847809,,67627.13364556964
tax examiner,73240.57840847809,,68892.54431524548
tax incentives director,73240.57840847809,,68883.4544973545
tax preparer,73240.57840847809,,74860.57926027401
taxi driver,73240.57840847809,,75956.9815249267
teacher assistant,73240.57840847809,,96896.7207297297
team coach team leader,73240.57840847809,,75325.90710963453
technical investigator,73240.57840847809,,90749.8645938375
technical lead,73240.57840847809,,89893.0992971246
technical project manager/product owner,73240.57840847809,,82350.83843750003
technical sales manager,73240.57840847809,,105258.99241095896
technical solutions professional,73240.57840847809,,85751.28496621622
technical writer,73240.57840847809,,74722.70947882737
technician,73240.57840847809,,91482.53613924062
telecommunications associate,73240.57840847809,,76034.76173529413
telemarketer,73240.57840847809,,75372.90086666666
telephone operator,73240.57840847809,,84260.32667774084
teller,73240.57840847809,,80087.80970149254
temporary assistant urban designer,73240.57840847809,,87636.0331596091
temporary painter,73240.57840847809,,67498.62501886794
tender,73240.57840847809,,90991.56375776397
testifier/searcher,73240.57840847809,,75307.66096491225
testing lead,73240.57840847809,,81730.54057692307
therapist,73240.57840847809,,100957.12250836109
thermostat repairer,73240.57840847809,,78591.10378839585
third party services analyst,73240.57840847809,,97856.373099631
threat analysttimekeeper,73240.57840847809,,76408.23770909093
ticket taker,73240.57840847809,,96534.6682786885
tile installer,73240.57840847809,,96227.02472789124
timekeeper,73240.57840847809,,91397.64306188923
timekeeping specialist,73240.57840847809,,89381.50024590161
tool grinder,73240.57840847809,,76659.35098591547
tort attorney,73240.57840847809,,83917.15870535717
tour guide,73240.57840847809,,83546.26783132525
tracking and monitoring data analyst,73240.57840847809,,98012.25967999997
trainer,73240.57840847809,,71727.32182835822
trainer & curriculum development specialist,73240.57840847809,,86151.79885106388
training specialists,73240.57840847809,,72860.78676991152
transit and railroad policeman,73240.57840847809,,95414.74579166666
translator,73240.57840847809,,80357.69902040815
transportation specialist,73240.57840847809,,76878.97299610895
transportation storage and distribution manager,73240.57840847809,,82621.83011235957
trapper,73240.57840847809,,66232.96964143425
trauma-informed early care and education case supervisor,73240.57840847809,,87916.08679425837
travel agent,73240.57840847809,,80862.61489451473
travel guide,73240.57840847809,,84310.28337883957
triage coordinator,73240.57840847809,,90657.064279661
triage nurse,73240.57840847809,,88283.7467772512
triage supervisor,73240.57840847809,,84319.52714912276
trial preparation assistant,73240.57840847809,,71806.42187772924
truck driver,73240.57840847809,,94048.19425233643
typist,73240.57840847809,,79317.12746666666
umpire,73240.57840847809,,82266.40654320986
unit clerk,73240.57840847809,,86901.07579908673
unit manager,73240.57840847809,,124524.58715596319
unix system administrator,73240.57840847809,,80196.45522613068
unix/linux systems lead,73240.57840847809,,81890.12532407405
upholsterer,73240.57840847809,,83651.67118143459
urban and regional planner,73240.57840847809,,86527.96201086952
urban technology architect,73240.57840847809,,75534.25461538462
urban technology security researcher,73240.57840847809,,91087.04454545454
usher,73240.57840847809,,69381.08718085109
valve installer,73240.57840847809,,77794.36934343431
vessel construction manager,73240.57840847809,,81847.90896713611
veterinarian,73240.57840847809,,76522.03523255818
virtual systems engineer,73240.57840847809,,64821.243307392964
vision screening assistant,73240.57840847809,,71975.25700000001
vp for project management,73240.57840847809,,73529.041761658
wage subsidy processing clerk,73240.57840847809,,90259.92043103444
waiter,73240.57840847809,,113848.96222222218
waitress,73240.57840847809,,62032.843135135154
water resources analyst,73240.57840847809,,72352.84925714282
water use inspector,73240.57840847809,,89047.06983471068
waterfront facilities engineer,73240.57840847809,,73639.58047368421
waterfront project manager,73240.57840847809,,94827.93751243778
watershed maintainer,73240.57840847809,,76080.15161073825
web application developer,73240.57840847809,,96831.77465408803
webform team member,73240.57840847809,,81614.63655737702
weigher,73240.57840847809,,113069.90136094675
welder,73240.57840847809,,85415.79089743589
wellness advocate,73240.57840847809,,70107.77512048194
wellness advocate supervisor,73240.57840847809,,104946.10615853666
windows administrator,73240.57840847809,,75567.06434285713
wireless coordinator,73240.57840847809,,93351.02691729323
woodworker,73240.57840847809,,76020.52274999999
word processor ,73240.57840847809,,89028.63761363637
workforce management analyst,73240.57840847809,,80218.69475903617
workforce planning intern,73240.57840847809,,87285.54920212769
writer,73240.57840847809,,111372.62968944105
x-ray technician,73240.57840847809,,69968.96089743589
yardmaster,73240.57840847809,,76120.7341025641
youth initiatives lead advisor,73240.57840847809,,78494.15634482756
